X-One Reference,Amount,Currency,Buy/Sell,Instrument Name,Product Price,Maturity Date,Trade Date,Option Type,Strike,Broker Fees,Broker Fees Ccy,Underlying Name
ELI-846395999,248800,EUR,Buy,EquityFuture,497.6,42447,42446,,,1244,EUR,SXAP
ELI-846395998,248850,EUR,Buy,EquityFuture,497.7,42447,42446,,,,,SXAP
ELI-846395965,764220.8,EUR,Buy,EquityFuture,250.4,42447,42446,,,2388,EUR,SX6E
ELI-846395955,191131.5,EUR,Buy,EquityFuture,250.5,42447,42446,,,,,SX6E
ELI-846395706,160482.5,EUR,Sell,EquityFuture,279.1,42447,42446,,,,,SXEE
ELI-846395707,1457775,EUR,Sell,EquityFuture,279,42447,42446,,,4046,EUR,SXEE
ELI-846395661,109160,EUR,Sell,EquityFuture,272.9,42447,42446,,,1365,EUR,STOXENGY
ELI-846395662,436800,EUR,Sell,EquityFuture,273,42447,42446,,,,,STOXENGY
ELI-846395666,104160,EUR,Sell,EquityFuture,694.4,42447,42446,,,,,SXDP
ELI-846395667,243005,EUR,Sell,EquityFuture,694.3,42447,42446,,,868,EUR,SXDP
ELI-846312218,648000,EUR,Sell,EquityFuture,108,42447,42446,,,3000,EUR,SX7E
ELI-846308778,157350,EUR,Buy,EquityFuture,104.9,42538,42446,,,,,SX7E
ELI-846308777,630000,EUR,Buy,EquityFuture,105,42538,42446,,,,,SX7E
ELI-846308779,810000,EUR,Sell,EquityFuture,108,42447,42446,,,3750,EUR,SX7E
ELI-845927657,60720,EUR,Sell,EquityFuture,110.4,42447,42445,,,275,EUR,SX7E
ELI-845927655,30773.6,EUR,Buy,EquityFuture,107.6,42538,42445,,,,,SX7E
ELI-845927656,28274.4,EUR,Buy,EquityFuture,107.1,42538,42445,,,,,SX7E
ELI-845927474,28600,EUR,Buy,EquityFuture,110,42447,42445,,,130,EUR,SX7E
ELI-845927473,27820,EUR,Sell,EquityFuture,107,42538,42445,,,,,SX7E
ELI-845926973,322200,EUR,Buy,EquityFuture,107.4,42538,42445,,,,,SX7E
ELI-845926972,552000,EUR,Sell,EquityFuture,110.4,42447,42445,,,2500,EUR,SX7E
ELI-845926971,214600,EUR,Buy,EquityFuture,107.3,42538,42445,,,,,SX7E
ELI-845896689,198536,EUR,Buy,EquityFuture,107.9,42538,42445,,,,,SX7E
ELI-845896687,298080,EUR,Buy,EquityFuture,108,42538,42445,,,,,SX7E
ELI-845896688,510600,EUR,Sell,EquityFuture,111,42447,42445,,,2300,EUR,SX7E
ELI-845897232,222000,EUR,Sell,EquityFuture,111,42447,42445,,,932,EUR,SX7E
ELI-845897090,215800,EUR,Buy,EquityFuture,107.9,42538,42445,,,,,SX7E
ELI-845283027,111700,EUR,Sell,EquityFuture,111.7,42538,42443,,,,,SX7E
ELI-845283025,167700,EUR,Sell,EquityFuture,111.8,42538,42443,,,,,SX7E
ELI-845283026,287000,EUR,Buy,EquityFuture,114.8,42447,42443,,,1250,EUR,SX7E
ELI-844958314,193200,EUR,Buy,EquityFuture,241.5,42538,42440,,,,,SXIP
ELI-844958315,200800,EUR,Sell,EquityFuture,251,42447,42440,,,400,EUR,SXIP
ELI-844168929,238500,EUR,Sell,EquityFuture,265,42538,42438,,,,,SXEE
ELI-844168930,245520,EUR,Buy,EquityFuture,272.8,42447,42438,,,0,EUR,SXEE
ELI-842238294,208291.2,EUR,Sell,EquityFuture,333.8,42447,42430,,,521,EUR,SX8P
ELI-842238282,61757.7,EUR,Buy,EquityFuture,148.1,42447,42430,,,515,EUR,STOXBANK
ELI-842238283,144198.6,EUR,Buy,EquityFuture,148.2,42447,42430,,,,,STOXBANK
ELI-842238276,207913.2,EUR,Sell,EquityFuture,331.6,42447,42430,,,528,EUR,STOXTCOM
ELI-842238261,208884,EUR,Buy,EquityFuture,247.2,42447,42430,,,523,EUR,SXIP
ELI-841872745,57206.5,EUR,Sell,EquityFuture,338.5,42447,42429,,,,,SXKE
ELI-841872746,133668,EUR,Sell,EquityFuture,338.4,42447,42429,,,478,EUR,SXKE
ELI-841872032,58000,EUR,Sell,EquityFuture,362.5,42447,42429,,,,,SX8E
ELI-841872035,135537.6,EUR,Sell,EquityFuture,362.4,42447,42429,,,484,EUR,SX8E
ELI-841873370,40754.8,EUR,Buy,EquityFuture,146.6,42447,42429,,,516,EUR,STOXBANK
ELI-841873369,163277.1,EUR,Buy,EquityFuture,146.7,42447,42429,,,,,STOXBANK
ELI-841873141,41012.5,EUR,Sell,EquityFuture,328.1,42447,42429,,,513,EUR,SX8P
ELI-841873142,164100,EUR,Sell,EquityFuture,328.2,42447,42429,,,,,SX8P
ELI-841873336,20487.6,EUR,Sell,EquityFuture,325.2,42447,42429,,,510,EUR,STOXTCOM
ELI-841873337,183681.5,EUR,Sell,EquityFuture,325.1,42447,42429,,,,,STOXTCOM
ELI-944663982,21128,KRW,Sell,EquityFuture,278,42894,42839,,,0.00001,KRW,KS200
ELI-944667631,1540,KRW,Sell,EquityListedOption,1.1,42866,42839,P,260,0.00001,KRW,KS200
ELI-944663987,288,KRW,Buy,EquityListedOption,1.44,43083,42839,C,315,367,USD,KS200
ELI-944667633,17451,KRW,Buy,EquityFuture,277,42894,42839,,,0.00001,KRW,KS200
ELI-944663989,288,KRW,Buy,EquityListedOption,1.44,43083,42839,C,315,367,USD,KS200
ELI-944662888,698,KRW,Buy,EquityListedOption,6.98,43265,42839,P,250,366.06,USD,KS200
ELI-944664521,380,KRW,Buy,EquityListedOption,1.9,42894,42839,P,265,0.00001,KRW,KS200
ELI-944662889,697,KRW,Buy,EquityListedOption,6.97,43265,42839,P,250,0.00001,KRW,KS200
ELI-944663990,616,KRW,Sell,EquityListedOption,0.77,43083,42839,P,200,0.00001,KRW,KS200
ELI-944663978,10564,KRW,Sell,EquityFuture,278,42894,42839,,,0.00001,KRW,KS200
ELI-944667630,798,KRW,Buy,EquityListedOption,2.28,42866,42839,P,270,0.00001,KRW,KS200
ELI-944663980,3080,KRW,Sell,EquityListedOption,0.77,43083,42839,P,200,0.00001,KRW,KS200
ELI-944664909,380,KRW,Buy,EquityListedOption,1.9,42894,42839,P,265,0.00001,KRW,KS200
ELI-944667635,1140,KRW,Buy,EquityListedOption,2.28,42866,42839,P,270,0.00001,KRW,KS200
ELI-944663979,10564,KRW,Sell,EquityFuture,278,42894,42839,,,0.00001,KRW,KS200
ELI-944667638,24930,KRW,Buy,EquityFuture,277,42894,42839,,,0.00001,KRW,KS200
ELI-944664883,203,KRW,Sell,EquityListedOption,2.03,42894,42839,C,285,0.00001,KRW,KS200
ELI-944667637,600,KRW,Buy,EquityListedOption,0.6,42866,42839,P,250,0.00001,KRW,KS200
ELI-944667629,794.5,KRW,Buy,EquityListedOption,2.27,42866,42839,P,270,1278,USD,KS200
ELI-944667636,2200,KRW,Sell,EquityListedOption,1.1,42866,42839,P,260,0.00001,KRW,KS200
ELI-944663981,10564,KRW,Sell,EquityFuture,278,42894,42839,,,0.00001,KRW,KS200
ELI-944667634,1135,KRW,Buy,EquityListedOption,2.27,42866,42839,P,270,1825,USD,KS200
ELI-944662890,12232,KRW,Buy,EquityFuture,278,42894,42839,,,0.00001,KRW,KS200
ELI-944664911,198,KRW,Sell,EquityListedOption,1.98,42894,42839,C,285,0.00001,KRW,KS200
ELI-944664522,202,KRW,Sell,EquityListedOption,2.02,42894,42839,C,285,366.8,USD,KS200
ELI-944663988,308,KRW,Sell,EquityListedOption,0.77,43083,42839,P,200,0.00001,KRW,KS200
ELI-944663986,308,KRW,Sell,EquityListedOption,0.77,43083,42839,P,200,0.00001,KRW,KS200
ELI-944663983,2880,KRW,Buy,EquityListedOption,1.44,43083,42839,C,315,3664,USD,KS200
ELI-944664910,197,KRW,Sell,EquityListedOption,1.97,42894,42839,C,285,366.8,USD,KS200
ELI-944663985,288,KRW,Buy,EquityListedOption,1.44,43083,42839,C,315,366,USD,KS200
ELI-944667632,420,KRW,Buy,EquityListedOption,0.6,42866,42839,P,250,0.00001,KRW,KS200
ELI-944664523,26688,KRW,Buy,EquityFuture,278,42894,42839,,,0.00001,KRW,KS200
ELI-944663984,308,KRW,Sell,EquityListedOption,0.77,43083,42839,P,200,0.00001,KRW,KS200
ELI-944663991,576,KRW,Buy,EquityListedOption,1.44,43083,42839,C,315,733,USD,KS200
ELI-944663977,105640,KRW,Sell,EquityFuture,278,42894,42839,,,0.00001,KRW,KS200
ELI-930062220,1300,KRW,Buy,EquityListedOption,13,43083,42780,P,270,0.00001,KRW,KS200
ELI-930062219,1340,KRW,Buy,EquityListedOption,13.4,43083,42780,C,270,701,USD,KS200
ELI-930062218,1045,KRW,Sell,EquityListedOption,10.45,42992,42780,P,270,0.00001,KRW,KS200
ELI-930062217,1040,KRW,Sell,EquityListedOption,10.4,42992,42780,C,270,0.00001,KRW,KS200
ELI-930066134,166500,HKD,Sell,EquityListedOption,450,42915,42780,P,10000,0.00001,HKD,HSCE
ELI-930066133,183150,HKD,Sell,EquityListedOption,495,42915,42780,C,10000,11405.25,HKD,HSCE
ELI-930118969,105000,HKD,Buy,EquityListedOption,1050,43097,42780,C,9600,3082.5,HKD,HSCE
ELI-930066247,328000,HKD,Sell,EquityFuture,10250,42793,42780,,,0.00001,HKD,HSCE
ELI-930066246,27800,HKD,Sell,EquityListedOption,278,42915,42780,P,9600,1537.5,HKD,HSCE
ELI-930118971,277425,HKD,Sell,EquityFuture,10275,42793,42780,,,0.00001,HKD,HSCE
ELI-930066135,380175,HKD,Buy,EquityFuture,10275,42793,42780,,,0.00001,HKD,HSCE
ELI-930118970,60000,HKD,Buy,EquityListedOption,600,43097,42780,P,9600,0.00001,HKD,HSCE
ELI-928370852,26990,KRW,Buy,EquityFuture,269.9,42803,42773,,,0.00001,KRW,KS200
ELI-928321567,34,KRW,Sell,EquityListedOption,0.68,42894,42773,P,230,0.00001,KRW,KS200
ELI-928321565,40,KRW,Buy,EquityListedOption,0.4,42866,42773,P,230,0.00001,KRW,KS200
ELI-928370850,500,KRW,Buy,EquityListedOption,5,42838,42773,P,270,0.00001,KRW,KS200
ELI-928323459,1209,KRW,Buy,EquityListedOption,4.03,42894,42773,P,260,2120.93,USD,KS200
ELI-928370851,500,KRW,Sell,EquityListedOption,5,42838,42773,C,270,353.95,USD,KS200
ELI-928323458,1206,KRW,Buy,EquityListedOption,4.02,42894,42773,P,260,0.00001,KRW,KS200
ELI-928323461,30723,KRW,Buy,EquityFuture,269.5,42803,42773,,,0.00001,KRW,KS200
ELI-928323460,780,KRW,Sell,EquityListedOption,0.65,42894,42773,P,230,0.00001,KRW,KS200
ELI-928321568,3,KRW,Sell,EquityListedOption,3,42803,42773,C,270,0.00001,KRW,KS200
ELI-928321566,33.5,KRW,Sell,EquityListedOption,0.67,42894,42773,P,230,354,USD,KS200
ELI-928321569,3.5,KRW,Buy,EquityListedOption,3.5,42803,42773,P,270,0.00001,KRW,KS200
ELI-853143159,51900,HKD,Buy,EquityListedOption,346,42733,42475,C,23800,0.000001,HKD,HANGSENG
ELI-853153024,51000,HKD,Sell,EquityListedOption,170,42642,42475,C,10200,0.000001,HKD,HSCE
ELI-853156702,34500,HKD,Sell,EquityListedOption,690,42915,42475,C,9600,0.000001,HKD,HSCE
ELI-853143161,384300,HKD,Buy,EquityFuture,21350,42488,42475,,,0,HKD,HANGSENG
ELI-853156703,9225,HKD,Sell,EquityFuture,9225,42488,42475,,,0,HKD,HSCE
ELI-853150846,1199250,HKD,Buy,EquityFuture,9225,42488,42475,,,0,HKD,HSCE
ELI-853228500,725050,HKD,Buy,EquityFuture,21325,42488,42475,,,0,HKD,HANGSENG
ELI-853228498,134250,HKD,Sell,EquityListedOption,1790,43462,42475,C,22000,3198.75,HKD,HANGSENG
ELI-853153023,96300,HKD,Buy,EquityListedOption,321,42642,42475,P,8200,5550,HKD,HSCE
ELI-853153026,84400,HKD,Buy,EquityListedOption,211,42733,42475,P,7000,7380,HKD,HSCE
ELI-853150840,1116225,HKD,Buy,EquityFuture,9225,42488,42475,,,0,HKD,HSCE
ELI-853150843,87500,HKD,Sell,EquityListedOption,175,42733,42475,C,10800,9250,HKD,HSCE
ELI-853153025,1387500,HKD,Buy,EquityFuture,9250,42488,42475,,,0,HKD,HSCE
ELI-853150839,181800,HKD,Buy,EquityListedOption,404,42733,42475,P,8000,8302,HKD,HSCE
ELI-853150845,120000,HKD,Sell,EquityListedOption,240,42733,42475,C,10400,9225,HKD,HSCE
ELI-853143158,118700,HKD,Sell,EquityListedOption,1187,42733,42475,C,21200,4270,HKD,HANGSENG
ELI-853156701,43000,HKD,Buy,EquityListedOption,860,43097,42475,C,9600,922,HKD,HSCE
ELI-853150844,925000,HKD,Buy,EquityFuture,9250,42488,42475,,,0,HKD,HSCE
ELI-853153027,553500,HKD,Buy,EquityFuture,9225,42488,42475,,,0,HKD,HSCE
ELI-852930023,495,HKD,Sell,EquityListedOption,0.99,42733,42474,C,10,5150,HKD,2823.HK
ELI-851416936,470,KRW,Buy,EquityListedOption,2.35,42474,42468,P,242.5,1048.74,USD,KS200
ELI-850690626,171000,HKD,Buy,EquityListedOption,1710,42733,42466,P,20200,0.000001,HKD,HANGSENG
ELI-850690627,141400,HKD,Buy,EquityFuture,20200,42488,42466,,,0,HKD,HANGSENG
ELI-850690625,112500,HKD,Buy,EquityListedOption,1125,42733,42466,C,20200,8080,HKD,HANGSENG
ELI-850690629,936900,HKD,Buy,EquityFuture,8675,42488,42466,,,0,HKD,HSCE
ELI-850690628,141000,HKD,Buy,EquityListedOption,470,42642,42466,P,8000,5205,HKD,HSCE
ELI-850690115,2835000,JPY,Buy,EquityFuture,15750,42531,42466,,,0,JPY,NIKKEI
ELI-850690114,319200,JPY,Buy,EquityListedOption,228,42531,42466,P,14000,248063,JPY,NIKKEI
ELI-850690113,228000,JPY,Buy,EquityListedOption,228,42531,42466,P,14000,177188,JPY,NIKKEI
ELI-850005372,567000,JPY,Sell,EquityFuture,16200,42531,42464,,,0,JPY,NIKKEI
ELI-850087294,193200,JPY,Buy,EquityFuture,16100,42531,42464,,,0,JPY,NIKKEI
ELI-850087292,249000,JPY,Sell,EquityListedOption,1245,42713,42464,P,16000,0.00001,JPY,NIKKEI
ELI-850087289,240000,JPY,Sell,EquityListedOption,1200,42713,42464,C,16000,72450,JPY,NIKKEI
ELI-850005370,16000,JPY,Buy,EquityListedOption,16,42503,42464,C,18500,182250,JPY,NIKKEI
ELI-850005371,3200,JPY,Buy,EquityListedOption,16,42503,42464,C,18500,36450,JPY,NIKKEI
ELI-850006315,3360,KRW,Sell,EquityListedOption,16.8,43083,42464,C,250,1060,USD,KS200
ELI-848360556,375,KRW,Sell,EquityListedOption,3.75,42530,42454,P,240,525.786,USD,KS200
ELI-848360450,375,KRW,Sell,EquityListedOption,3.75,42530,42454,P,240,525.786,USD,KS200
ELI-848360327,600,KRW,Sell,EquityListedOption,6,42530,42454,C,245,1053,USD,KS200
ELI-847779506,2000,HKD,Sell,EquityListedOption,5,42459,42452,C,21600,0.000001,HKD,HANGSENG
ELI-847803501,56000,HKD,Sell,EquityListedOption,280,42550,42452,P,8200,0.000001,HKD,HSCE
ELI-847859593,86200,HKD,Buy,EquityListedOption,862,42733,42452,P,8800,0.000001,HKD,HSCE
ELI-847859588,66000,HKD,Buy,EquityListedOption,660,42733,42452,C,8800,0.000001,HKD,HSCE
ELI-847803465,105400,HKD,Buy,EquityListedOption,527,42550,42452,P,8800,0.000001,HKD,HSCE
ELI-847877738,66500,HKD,Buy,EquityListedOption,1330,43279,42452,P,8800,0.000001,HKD,HSCE
ELI-847879238,159300,HKD,Sell,EquityFuture,8850,42459,42452,,,0,HKD,HSCE
ELI-847859597,26625,HKD,Sell,EquityFuture,8875,42459,42452,,,0,HKD,HSCE
ELI-847831287,73000,HKD,Sell,EquityListedOption,146,42733,42452,P,6000,8850,HKD,HSCE
ELI-847877737,55000,HKD,Buy,EquityListedOption,1100,43279,42452,C,8800,1770,HKD,HSCE
ELI-847877781,398250,HKD,Sell,EquityFuture,8850,42459,42452,,,0,HKD,HSCE
ELI-847776841,4444000,HKD,Buy,EquityFuture,8888,42488,42452,,,0,HKD,HSCE
ELI-847776842,4444500,HKD,Buy,EquityFuture,8889,42488,42452,,,0,HKD,HSCE
ELI-847803540,388300,HKD,Buy,EquityFuture,8825,42459,42452,,,0,HKD,HSCE
ELI-847776840,8880000,HKD,Sell,EquityFuture,8880,42459,42452,,,17778,HKD,HSCE
ELI-847879229,3000,HKD,Buy,EquityListedOption,15,42459,42452,C,9200,3540,HKD,HSCE
ELI-847779505,5200,HKD,Buy,EquityListedOption,26,42459,42452,P,20000,8260,HKD,HANGSENG
ELI-847832748,105000,HKD,Buy,EquityListedOption,105,42642,42452,P,6200,464,HKD,HSCE
ELI-847877780,7000,HKD,Buy,EquityListedOption,14,42459,42452,C,9200,8850,HKD,HSCE
ELI-847877740,8850,HKD,Sell,EquityFuture,8850,42459,42452,,,0,HKD,HSCE
ELI-847832749,617750,HKD,Buy,EquityFuture,8825,42459,42452,,,0,HKD,HSCE
ELI-847831288,354000,HKD,Sell,EquityFuture,8850,42459,42452,,,0,HKD,HSCE
ELI-847776120,1525500,JPY,Buy,EquityFuture,16950,42531,42452,,,0,JPY,NIKKEI
ELI-847798284,101100,JPY,Buy,EquityFuture,16850,42531,42452,,,0,JPY,NIKKEI
ELI-847798283,532200,JPY,Sell,EquityListedOption,887,42622,42452,C,17000,0.00001,JPY,NIKKEI
ELI-847798282,348000,JPY,Buy,EquityListedOption,580,42531,42452,C,17000,113738,JPY,NIKKEI
ELI-847776116,243000,JPY,Buy,EquityListedOption,324,42468,42452,P,17000,143016,JPY,NIKKEI
ELI-847776117,131250,JPY,Sell,EquityListedOption,175,42468,42452,P,16625,0.00001,JPY,NIKKEI
ELI-847776118,105000,JPY,Sell,EquityListedOption,140,42468,42452,P,16500,0.00001,JPY,NIKKEI
ELI-847776119,67500,JPY,Buy,EquityListedOption,90,42468,42452,P,16250,0.00001,JPY,NIKKEI
ELI-847450087,2000,HKD,Sell,EquityListedOption,10,42459,42451,C,21600,0.000001,HKD,HANGSENG
ELI-847452995,36000,HKD,Sell,EquityListedOption,1440,42642,42451,P,20600,0.000001,HKD,HANGSENG
ELI-847452994,23500,HKD,Sell,EquityListedOption,940,42642,42451,C,20600,0.000001,HKD,HANGSENG
ELI-847509200,2000,HKD,Sell,EquityListedOption,10,42459,42451,C,21600,0.000001,HKD,HANGSENG
ELI-847457502,99000,HKD,Buy,EquityListedOption,990,42550,42451,P,20600,0.000001,HKD,HANGSENG
ELI-847452114,5000,HKD,Sell,EquityListedOption,10,42459,42451,P,8400,0.000001,HKD,HSCE
ELI-847512878,189750,HKD,Buy,EquityListedOption,690,42520,42451,C,8400,0.000001,HKD,HSCE
ELI-847512879,55000,HKD,Buy,EquityListedOption,200,42520,42451,P,8400,0.000001,HKD,HSCE
ELI-847509203,8500,HKD,Buy,EquityListedOption,17,42488,42451,P,7400,0.000001,HKD,HSCE
ELI-847449065,87900,HKD,Sell,EquityListedOption,586,42550,42451,P,9000,0.000001,HKD,HSCE
ELI-847452996,61875,HKD,Sell,EquityFuture,20625,42459,42451,,,0,HKD,HANGSENG
ELI-847509204,845500,HKD,Sell,EquityFuture,8900,42459,42451,,,0,HKD,HSCE
ELI-847452115,445000,HKD,Buy,EquityFuture,8900,42459,42451,,,0,HKD,HSCE
ELI-847457503,186300,HKD,Buy,EquityFuture,20700,42459,42451,,,0,HKD,HANGSENG
ELI-847457501,68000,HKD,Buy,EquityListedOption,680,42550,42451,C,20600,8280,HKD,HANGSENG
ELI-847509199,3400,HKD,Buy,EquityListedOption,34,42459,42451,P,20000,4130,HKD,HANGSENG
ELI-847450086,2700,HKD,Buy,EquityListedOption,27,42459,42451,P,20000,4145,HKD,HANGSENG
ELI-847452113,13500,HKD,Buy,EquityListedOption,27,42459,42451,P,8600,8900,HKD,HSCE
ELI-847449064,51000,HKD,Sell,EquityListedOption,340,42550,42451,C,9000,5370,HKD,HSCE
ELI-847450088,248700,HKD,Buy,EquityFuture,20725,42459,42451,,,0,HKD,HANGSENG
ELI-847509201,289100,HKD,Buy,EquityFuture,20650,42459,42451,,,0,HKD,HANGSENG
ELI-847509202,53500,HKD,Sell,EquityListedOption,107,42488,42451,P,8400,8900,HKD,HSCE
ELI-847449066,187950,HKD,Sell,EquityFuture,8950,42459,42451,,,0,HKD,HSCE
ELI-847512880,949625,HKD,Sell,EquityFuture,8875,42459,42451,,,0,HKD,HSCE
ELI-847450193,2169600,JPY,Sell,EquityFuture,16950,42531,42451,,,0,JPY,NIKKEI
ELI-847444078,491550,JPY,Sell,EquityFuture,16950,42531,42451,,,0,JPY,NIKKEI
ELI-847445128,254250,JPY,Sell,EquityFuture,16950,42531,42451,,,0,JPY,NIKKEI
ELI-847451418,236600,JPY,Sell,EquityFuture,16900,42531,42451,,,0,JPY,NIKKEI
ELI-847444076,130000,JPY,Buy,EquityListedOption,650,42531,42451,C,17000,38138,JPY,NIKKEI
ELI-847450190,214400,JPY,Buy,EquityListedOption,268,42468,42451,C,17000,152550,JPY,NIKKEI
ELI-847451415,32600,JPY,Sell,EquityListedOption,163,42468,42451,P,16500,38025,JPY,NIKKEI
ELI-847444077,56000,JPY,Sell,EquityListedOption,140,42531,42451,C,18500,0.00001,JPY,NIKKEI
ELI-847450191,72000,JPY,Sell,EquityListedOption,90,42468,42451,C,17500,0.00001,JPY,NIKKEI
ELI-847445118,30000,JPY,Sell,EquityListedOption,75,42468,42451,P,16000,76275,JPY,NIKKEI
ELI-847451416,30000,JPY,Buy,EquityListedOption,75,42468,42451,P,16000,0.00001,JPY,NIKKEI
ELI-847445123,15000,JPY,Sell,EquityListedOption,75,42468,42451,P,16000,38137,JPY,NIKKEI
ELI-847445125,7800,JPY,Buy,EquityListedOption,39,42468,42451,P,15500,0.00001,JPY,NIKKEI
ELI-847451417,7000,JPY,Sell,EquityListedOption,35,42468,42451,P,15500,0.00001,JPY,NIKKEI
ELI-847450192,21600,JPY,Sell,EquityListedOption,27,42468,42451,C,18000,0.00001,JPY,NIKKEI
ELI-840590460,50000,JPY,Sell,EquityListedOption,250,42440,42424,P,15000,35438,JPY,NIKKEI
ELI-840590461,106400,JPY,Buy,EquityListedOption,532,42468,42424,P,15000,0.00001,JPY,NIKKEI
ELI-840590462,220500,JPY,Buy,EquityFuture,15750,42440,42424,,,0,JPY,NIKKEI
ELI-840598108,1495,KRW,Buy,EquityListedOption,14.95,43447,42424,P,200,0,USD,KS200
ELI-840598109,6097,KRW,Buy,EquityFuture,234.5,42439,42424,,,474.85,USD,KS200
ELI-838220737,186600,HKD,Buy,EquityListedOption,933,42733,42415,P,7800,0.00001,HKD,HSCE
ELI-838237210,140250,HKD,Buy,EquityListedOption,935,42733,42415,P,7800,0.00001,HKD,HSCE
ELI-838237306,48500,HKD,Buy,EquityListedOption,1940,42733,42415,P,18800,0.00001,HKD,HANGSENG
ELI-838216745,280000,HKD,Sell,EquityListedOption,2800,43097,42415,P,19000,0.00001,HKD,HANGSENG
ELI-838233893,690800,HKD,Buy,EquityFuture,7850,42426,42415,,,0,HKD,HSCE
ELI-838220607,166000,HKD,Buy,EquityListedOption,830,42733,42415,C,7800,6280,HKD,HSCE
ELI-838237305,38750,HKD,Buy,EquityListedOption,1550,42733,42415,C,18800,1880,HKD,HANGSENG
ELI-838292501,30200,HKD,Sell,EquityListedOption,302,42733,42415,C,9200,1575,HKD,HSCE
ELI-838233888,165000,HKD,Sell,EquityListedOption,825,43097,42415,C,8400,3140,HKD,HSCE
ELI-838220830,94200,HKD,Sell,EquityFuture,7850,42426,42415,,,0,HKD,HSCE
ELI-838237212,70650,HKD,Sell,EquityFuture,7850,42426,42415,,,0,HKD,HSCE
ELI-838216743,204500,HKD,Sell,EquityListedOption,2045,43097,42415,C,19000,7520,HKD,HANGSENG
ELI-838237205,124500,HKD,Buy,EquityListedOption,830,42733,42415,C,7800,4710,HKD,HSCE
ELI-838292502,228375,HKD,Buy,EquityFuture,7875,42426,42415,,,0,HKD,HSCE
ELI-838216747,37600,HKD,Sell,EquityFuture,18800,42426,42415,,,0,HKD,HANGSENG
ELI-838162014,1990400,JPY,Buy,EquityFuture,15550,42440,42415,,,0,JPY,NIKKEI
ELI-838162578,497600,JPY,Buy,EquityFuture,15550,42440,42415,,,0,JPY,NIKKEI
ELI-838162012,352000,JPY,Buy,EquityListedOption,440,42440,42415,P,15000,139950,JPY,NIKKEI
ELI-838162551,88000,JPY,Buy,EquityListedOption,440,42440,42415,P,15000,34987,JPY,NIKKEI
ELI-838162013,172800,JPY,Sell,EquityListedOption,216,42440,42415,P,14000,0.00001,JPY,NIKKEI
ELI-838162560,43200,JPY,Sell,EquityListedOption,216,42440,42415,P,14000,0.00001,JPY,NIKKEI
ELI-837762421,152000,HKD,Sell,EquityListedOption,760,42550,42412,P,7600,0.0000001,HKD,HSCE
ELI-837711678,151500,HKD,Buy,EquityListedOption,505,42550,42412,P,7000,0.0000001,HKD,HSCE
ELI-837772604,125000,HKD,Buy,EquityListedOption,250,42733,42412,C,9200,0.0000001,HKD,HSCE
ELI-837717596,770000,HKD,Buy,EquityListedOption,1400,43097,42412,P,7600,0.0000001,HKD,HSCE
ELI-837710443,132000,HKD,Buy,EquityListedOption,330,42733,42412,C,8800,0.0000001,HKD,HSCE
ELI-837719675,260000,HKD,Buy,EquityListedOption,1300,42550,42412,P,18000,0.0000001,HKD,HANGSENG
ELI-837711444,151000,HKD,Sell,EquityListedOption,755,42550,42412,P,7600,0.0000001,HKD,HSCE
ELI-837762816,782600,HKD,Sell,EquityFuture,7525,42426,42412,,,0,HKD,HSCE
ELI-837762419,110000,HKD,Sell,EquityListedOption,550,42550,42412,C,7600,6100,HKD,HSCE
ELI-837762423,15250,HKD,Buy,EquityFuture,7625,42426,42412,,,0,HKD,HSCE
ELI-837772601,231500,HKD,Sell,EquityListedOption,463,42733,42412,P,6000,7525,HKD,HSCE
ELI-837710444,1812000,HKD,Sell,EquityFuture,7550,42426,42412,,,0,HKD,HSCE
ELI-837711679,503250,HKD,Sell,EquityFuture,7625,42426,42412,,,0,HKD,HSCE
ELI-837717595,558250,HKD,Buy,EquityListedOption,1015,43097,42412,C,7600,16665,HKD,HSCE
ELI-837711677,186000,HKD,Sell,EquityListedOption,310,42488,42412,P,7000,4575,HKD,HSCE
ELI-837717597,333300,HKD,Sell,EquityFuture,7575,42426,42412,,,0,HKD,HSCE
ELI-837710442,240000,HKD,Sell,EquityListedOption,600,42733,42412,P,6600,6040,HKD,HSCE
ELI-837772607,1768375,HKD,Sell,EquityFuture,7525,42426,42412,,,0,HKD,HSCE
ELI-837711445,15250,HKD,Buy,EquityFuture,7625,42426,42412,,,0,HKD,HSCE
ELI-837711443,108000,HKD,Sell,EquityListedOption,540,42550,42412,C,7600,6100,HKD,HSCE
ELI-837762814,228000,HKD,Sell,EquityListedOption,1140,42733,42412,P,7800,3010,HKD,HSCE
ELI-837719676,367000,HKD,Sell,EquityFuture,18350,42426,42412,,,0,HKD,HANGSENG
ELI-837719674,258000,HKD,Buy,EquityListedOption,1290,42550,42412,C,18000,14680,HKD,HANGSENG
ELI-837703061,912000,JPY,Sell,EquityFuture,15200,42440,42412,,,0,JPY,NIKKEI
ELI-837704359,422800,JPY,Buy,EquityFuture,15100,42440,42412,,,0,JPY,NIKKEI
ELI-837735431,511700,JPY,Sell,EquityFuture,15050,42440,42412,,,0,JPY,NIKKEI
ELI-837714883,357600,JPY,Sell,EquityFuture,14900,42440,42412,,,0,JPY,NIKKEI
ELI-837704357,708000,JPY,Sell,EquityListedOption,1770,42713,42412,C,15000,135900,JPY,NIKKEI
